ticker,trade_date,fin_inv_net_amt,trust_net_amt,pension_net_amt,private_equity_net_amt,bank_net_amt,insurance_net_amt,etc_finance_net_amt,etc_corp_net_amt,etc_foreign_net_amt
214370,2020-01-02,0,0,0,0,0,0,0,0,0
214370,2020-01-03,0,0,0,0,0,0,0,0,0
214370,2020-01-06,0,0,0,0,0,0,0,0,0
214370,2020-01-07,0,0,0,0,0,0,0,0,0
214370,2020-01-08,0,0,0,0,0,0,0,0,0
214370,2020-01-09,0,0,0,0,0,0,0,0,0
214370,2020-01-10,0,0,0,0,0,0,0,0,0
214370,2020-01-13,0,0,0,0,0,0,0,0,0
214370,2020-01-14,0,0,0,0,0,0,0,0,0
214370,2020-01-15,0,0,0,0,0,0,0,0,0
214370,2020-01-16,0,0,0,0,0,0,0,0,0
214370,2020-01-17,0,0,0,0,0,0,0,0,0
214370,2020-01-20,0,0,0,0,0,0,0,0,0
214370,2020-01-21,0,0,0,0,0,0,0,0,0
214370,2020-01-22,0,0,0,0,0,0,0,0,0
214370,2020-01-23,0,0,0,0,0,0,0,0,0
214370,2020-01-28,0,0,0,0,0,0,0,0,0
214370,2020-01-29,0,0,0,0,0,0,0,0,0
214370,2020-01-30,0,0,0,0,0,0,0,0,0
214370,2020-01-31,0,0,0,0,0,0,0,0,0
214370,2020-02-03,0,0,0,0,0,0,0,0,0
214370,2020-02-04,0,0,0,0,0,0,0,0,0
214370,2020-02-05,0,0,0,0,0,0,0,0,0
214370,2020-02-06,0,0,0,0,0,0,0,0,0
214370,2020-02-07,0,0,0,0,0,0,0,0,0
214370,2020-02-10,0,0,0,0,0,0,0,0,0
214370,2020-02-11,0,0,0,0,0,0,0,0,0
214370,2020-02-12,0,0,0,0,0,0,0,0,0
214370,2020-02-13,0,0,0,0,0,0,0,0,0
214370,2020-02-14,0,0,0,0,0,0,0,0,0
214370,2020-02-17,0,0,0,0,0,0,0,0,0
214370,2020-02-18,0,0,0,0,0,0,0,0,0
214370,2020-02-19,0,0,0,0,0,0,0,0,0
